stop_id,stop_calle,stop_numero,stop_frente,stop_esquina,stop_entre_a,stop_entre_b
4827,Julio Roca,,,,Deodoro Roca,La  Coruña
4828,Suquía,792,,Sarandí,Pje Miguel Machado,Sarandí
4829,Suquía,950,,,Cuyo,Los Granaderos
4830,Calderón de la Barca,1355,,,Marquina,Huarte
4831,Huarte,2594,,Lope de Vega,Francisco de Quevedo,Lope de Vega
4832,Huarte,2794,,,Argensola,Góangora
4833,Huarte,2998,,,Anacreonte,Espinel
4834,Huarte,3198,,,Díaz de Solís,Sebastián Gaboto
4835,Gaboto,1484,,,Florencio Sanchez,Antonio Arcos
4836,Gaboto,1642,,,Francisco Vallés,Cornelio  Saavedra
4837,Angel Gallardo,1676,,,Cornelio  Saavedra,Arquímedes
4838,Angel Gallardo,1893,,,Bernis,Vives
4839,Martel de Cabrera,126,,,Lopez Correa,Castañeda
4840,Martel de Cabrera,214,,Blas de Peralta,Gaspar de Medina,Blas de Peralta
4841,Blas de Peralta,4088,,Toledo de Pimentel,Del Molino,Toledo de Pimentel
4842,Toledo de Pimentel,1675,,Cornelio Saavedra,Del Cabildo,Cornelio  Saavedra
4843,Cornelio Saavedra,4094,,De los Regidores,Toledo de Pimentel,De los Regidores
4844,De los Regidores,1567,,,Francisco Vallés,Francisco Suarez
4845,De los Regidores,1207,,,Florencio Sanchez,Del Acueducto
4846,De los Regidores,1103,,De las Fuentes,De l Recova,De las Fuentes
4847,De los Regidores,1007,,Avila y quirós,Del Precursor,Avila y quirós
4848,Avila y quirós,4280,,,De los Regidores,Del Canal
4849,Tristán de Tejeda,863,,,Baltasar Gallego,Martel de Cabrera
4850,Tristán de Tejeda,723,,,Juan de Burgos,Lazo de la Vega
4851,Lazo de la Vega,796,,,Tristán de Tejeda,Suarez Mejias
4852,Lazo de la Vega,898,,,Suarez Mejias,Rodriguez de Ruescas
4853,Rodriguez de Ruescas,635,,,Bartolome Jaime,Tomas de Irobi
4854,Rodriguez de Ruescas,517,,,Herrera y Guzman,Suarez de Figueroa
4855,Rodriguez de Ruescas,462,,,Juan de Barrientos,Miguel de Mojica
4856,Cno. San Carlos,,,Callejón de Aguas Cordob.,,
4857,Cno. San Carlos,9900,,,,
4858,Cno. San Carlos,9700,,,,
4859,Cno. San Carlos,,,Canal Maestro,,
4860,Cno. San Carlos,9600,,,,
4861,Cno. San Carlos,9400,,Paso a Nivel,,
4862,Cno. San Carlos,8900,,Colegio Manuel Estrada,,
4863,Cno. San Carlos,8700,,Callejón Arias,,
4864,Cno. San Carlos,8616,,,,
4865,Cno. San Carlos,8400,,Country Viejo Algarrobo,,
4866,Cno. San Carlos,7676,,,,
4867,Cno. San Carlos,7450,,,,
4868,Cno. San Carlos,6850,,Callejón Cuatrini,,
4869,Cno. San Carlos,6650,,,,
4870,Cno. San Carlos,6488,,,,
4871,Cno. San Carlos,6364,,,,
4872,Cno. San Carlos,6160,,,,
4873,Cno. San Carlos,5990,,,,
4874,Cno. San Carlos,5750,,,,
4875,Cno. San Carlos,5805,,Madre Sacramento,,
4876,Cno. San Carlos,5494,,,,
4877,Cno. San Carlos,5394,,Club el Molino,,
4878,Cno. San Carlos,5162,,,,
4879,Valparaiso,4934,,Igarzabal,Colectora Sur Circunv.,Igarzabal
4880,Valparaiso,5051,,,Ordoñez,Nivoli
4881,Valparaiso,5365,,,Nivoli,Oviedo
4882,Valparaiso,5530,,,Nivoli,25 de Mayo
4883,Valparaiso,6000,,,,
4884,Valparaiso,6200,,,,
4885,Valparaiso,6500,,,,
4886,Valparaiso,6700,,,,
4887,Valparaiso,6900,,,,
4888,Ing Villa Angeleli 1,7470,,,,
4889,Ent a Villa Angeleli 2,7890,,,,
4890,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli
4891,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli
4892,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli
4893,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli
4894,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli
4895,Valparaiso,7954,,Callejon Arias,,
4896,Valparaiso,,,Amancai,,
4897,Valparaiso,,,Amancai,,
4898,Sunchillo,7689,,,Amancai,Caraguata
4899,Caraguata,,,Grindelia,,
4900,Caraguata,,,Verbena,,
4901,Caraguata,,,Valparaiso,,
4902,Valparaiso,7954,,Callejon Arias,,
4903,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli
4904,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli
4905,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli
4906,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli
4907,Ingreso a Villa Angelelli 2,7890,,,,
4908,Ingreso Villa Angeleli 1,7470,,,,
4909,Valparaiso,6900,,,,
4910,Valparaiso,6700,,,,
4911,Valparaiso,6500,,,,
4912,Valparaiso,6200,,,,
4913,Valparaiso,6000,,,,
4914,Valparaiso,5530,,,25 de Mayo,Nivoli
4915,Valparaiso,5191,,Nivoli,,
4916,Illia,29,,,Bs As,Independencia
4917,Marcelo T de Alvear,267,,,Duarte Quiroz,Caseros
4918,Jujuy,36,,,Dean Funes,9 de Julio
4919,Cno San Carlos,5394,,,,
4920,Cno San Carlos,5525,,,,
4921,Cno San Carlos,5800,,Madre Sacramento,,
4922,Cno San Carlos,5635,,,,
4923,Cno San Carlos,5990,,,,
4924,Cno San Carlos,6160,,,,
4925,Cno San Carlos,6364,,,,
4926,Cno San Carlos,6488,,,,
4927,Cno San Carlos,6650,,,,
4928,Cno San Carlos,6850,,Callejón Cuatrini,,
4929,Cno San Carlos,7000,,,,
4930,Cno San Carlos,7676,,,,
4931,Cno San Carlos,8400,,Country Viejo Algarrobo,,
4932,Cno San Carlos,8616,,,,
4933,Cno San Carlos,8700,,Callejón Arias,,
4934,Cno San Carlos,8900,,Colegio Manuel Estrada,,
4935,Cno San Carlos,9400,,Paso a Nivel,,
4936,Cno San Carlos,9300,,,,
4937,Cno San Carlos,,,Canal Maestro,,
4938,Cno San Carlos,9700,,,,
4939,Cno San Carlos,9900,,,,
4940,Cno San Carlos,,,Callejón Aguas Cordob.,,
4941,Alonzo de Ubeda,455,,Pablo Guzmán,Suarez de Figueroa,Pablo Guzmán
4942,Alonzo de Ubeda,317,,,Espinoza Negrete,Diego Díaz
4943,Diego Díaz,,502,,Alonzo de Ubeda,Diego  de Vera
4944,Diego Díaz,415,,Perez Correa,Diego  de Vera,Perez Correa
4945,Perez Correa,201,,Celiz de Quiroga,Roman Chavez,Celiz de Quiroga
4946,Celiz de Quiroga,,304,Mons. P. Cabrera,Perez Correa,Mons. P. Cabrera
4947,Damián Garat,,,CPC Mons. P. Cabrera,Mons. P. Cabrera,Miatelo
4948,Damián Garat,2780,,,Hugo Miatello,Pedro Cavia
4949,Damián Garat,2977,,Manuel Galvez,Pedro de Ledesma,Manuel Galvez
4950,Los Granaderos,2881,,Tuyutí,Virgen de la Merced,Tuyutí
4951,Los Granaderos,2653,,,Ciudad del Barco,Curupaiti
4952,Los Granaderos,1945,,,Primero de Mayo,Córdoba
4953,Los Granaderos,1759,,Centenario,Patiño,Centenario
4954,Los Granaderos,1579,,,Saavedra,Quisquizacate
4955,Los Granaderos,1379,,,Suquía,Copacabana
4956,Isabel La Católica,1221,,,Santa Fe,Coronel Olmedo
4957,Isabel La Católica,,1041,,Mendoza,Rodriguez Peña
4958,Isabel La Católica,886,,Avellaneda,,
4959,Fragueiro,,2050,,Sarachaga,Baigorrí
4960,Fragueiro,,2050,,Sarachaga,Baigorrí
4961,Baigorri,888,,,Urquiza,Avellaneda
4962,Rodriguez Peña,2154,,,Sarachaga,Isabel La Católica
4963,Isabel La Católica,1126,,,Rodriguez Peña,Mendoza
4964,Isabel La Católica,1334,,,Santa Fé,Bv. Los Andes
4965,Los Granaderos,1557,,,Antonio Arcos,Calderon de Barca
4966,Los Granaderos,1740,,Gomez Pereyra,Francisco de Quevedo,Asperger
4967,Los Granaderos,1946,,,Vives,Argensola
4968,Los Granaderos,2098,,Góngora,Platon,Góngora
4969,Los Granaderos,2248,,,Lulio,Espinel
4970,Los Granaderos,2450,,,Días de Solís,M.P. Cabrera
4971,Los Granaderos,2593,,,Ciudad de Esteco,Talavera de Madrid
4972,Los Granaderos,2758,,,Juan de Rivadeneira,Concepción Bermejo
4973,Santiago Baravino,4482,,,Vicente Barbieri,Garat
4974,Damián Garat,2961,,,Manuel Galvez,Pública
4975,Damián Garat,,2744,,Pedro Cavia,M. P. Cabrera
4976,Damián Garat,,,CPC Mons. P. Cabrera,,
4977,Toledo de Pimentel,,297,Diego Díaz,Blasquez,Diego Díaz
4978,Diego Díaz,382,,Perez Correa,Toledo de Pimentel,Perez Correa
4979,Alonzo de Ubeda,396,,Luciano de Figueroa,Espinoza Negrete,Luciano de Figueroa
4980,Alonzo de Ubeda,490,,Suarez de Figueroa,Pablo Guzman,Suarez de Figueroa
4981,Tristán de Tejeda,570,,,Suarez de Figueroa,Tomás de Irobi
4982,Cno San Carlos,5165,,,,
4983,Gaspar de Quevedo,469,,,Tomás de Irobi,Muiguel de Mojica
4984,Onofrio Palamara,2743,,,Manuel Reyna,Richieri
4985,Richieri,4183,,,Ramon Villafañe,Lescano Ceballos
4986,Richieri,4117,,,Henri Aran,Lopez Cabrera
4987,Elias Yofre,1231,,,Richieri,Ignacio Garzon
4988,Elias Yofre,1015,,,Patiño,Mal Paso
4989,Hipólito Irigoyen,631,,,Thays,Plaza España
4990,Chacabuco,,744,,Derqui,Obispo Oro
4991,Chacabuco,,470,,Rondeau,Illia
4992,San Jeronimo,82,,,Bs As,Independencia
4993,27 de Abril,142,,,Obispo trejo,Velez Sarsfield
4994,27 de Abril,436,,,Ayacucho,Marcelo t de Alvear
4995,27 de Abril,725,,,Corro,Artigas
4996,27 de Abril,1128,,,Paso de los Andes ,Paraguay
4997,Coronel Olmedo,75,,,Dean Funes,9 de Julio
4998,Santa Fé,366,,,Santa Rosa,La Rioja
4999,Santa Fé,825,,,Mariano Benitez,Dumesnil
5000,Santa Fé,425,,,Costanera,Rioja
5001,Colon,1041,,,Mendoza,Rodriguez Peña
5002,Colon,767,,,Urquiza,Fragueiro
5003,Colon,533,,,Fifueroa Alcorta,Jujuy
5004,Colon,259,,,Tucuman ,General Paz
5005,Velez Sarfield,172,,,27 de Abril,Caseros
5006,Hipolito  Irigoyen,150,,,Obipo trejo ,San Luis
5007,Haya de la Torre,,,,Enrique Barros,Valparaiso
5008,Richieri,4199,,Ramon Villafañe,,
5009,Palamara,2721,,,Jose de Monte,Armando Sica
5010,Lola Mora,,,Agustín Garzón,,
5010,Lola Mora,,,Agustín Garzón,,
5011,Alejo Bruix,5700,5700,,Benjamín Viel,Burela
5012,Luis Burela,1323,,,Entre Ríos ,San Jerónimo
5013,San Jerónimo,5558,5558,,Benjamín Viel,Lola Mora
5014,San Jerónimo,5411,,,Almagro,Boedo
5015,San Jerónimo,5214,5214,,Zelada,Cangallo
5016,San Jerónimo,5013,,,Callao,Mario Bravo
5017,San Jerónimo,4915,,,Mario Bravo,Ramos Mejías
5018,San Jerónimo,4716,4716,,Samaniego,Soto
5018,San Jerónimo,4716,4716,,Samaniego,Soto
5019,San Jerónimo,4419,,,Río Uruguay,Río de la Plata
5019,San Jerónimo,4419,,,Río Uruguay,Río de la Plata
5020,Río de la Plata,1217,,,San Jerónimo,EE UU
5020,Río de la Plata,1217,,,San Jerónimo,EE UU
5021,López y Planes,4355,,,Río de la Plata,Río Paraná
5021,López y Planes,4355,,,Río de la Plata,Río Paraná
5022,López y Planes,4109,,,Río Segundo,Río Primero
5022,López y Planes,4109,,,Río Segundo,Río Primero
5023,López y Planes,3900,,Antonio Machado,Cartechini,Antonio Machado
5023,López y Planes,3900,,Antonio Machado,Cartechini,Antonio Machado
5024,López y Planes,3715,,Ramón Gil Barros,Bancalari,Ramón Gil Barros
5024,López y Planes,3715,,Ramón Gil Barros,Bancalari,Ramón Gil Barros
5024,López y Planes,3715,,Ramón Gil Barros,Bancalari,Ramón Gil Barros
5025,López y Planes,3613,,,Acosta,Leartes
5025,López y Planes,3613,,,Acosta,Leartes
5025,López y Planes,3613,,,Acosta,Leartes
5026,López y Planes,3369,,,Obispo Castellanos,Solares
5026,López y Planes,3369,,,Obispo Castellanos,Solares
5026,López y Planes,3369,,,Obispo Castellanos,Solares
5026,López y Planes,3369,,,Obispo Castellanos,Solares
5027,Diego de Torres,1192,,,López y Planes,EE UU
5027,Diego de Torres,1192,,,López y Planes,EE UU
5028,San Jerónimo,3017,,,Ignacio Garzón,Ocampo
5028,San Jerónimo,3017,,,Ignacio Garzón,Ocampo
5028,San Jerónimo,3017,,,Ignacio Garzón,Ocampo
5028,San Jerónimo,3017,,,Ignacio Garzón,Ocampo
5029,San Jerónimo,2716,,,Ambrosio Funes,Juan Rodriguez
5029,San Jerónimo,2716,,,Ambrosio Funes,Juan Rodriguez
5029,San Jerónimo,2716,,,Ambrosio Funes,Juan Rodriguez
5029,San Jerónimo,2716,,,Ambrosio Funes,Juan Rodriguez
5030,San Jerónimo,2467,,,Yapeyú,San Alberto
5030,San Jerónimo,2467,,,Yapeyú,San Alberto
5030,San Jerónimo,2467,,,Yapeyú,San Alberto
5030,San Jerónimo,2467,,,Yapeyú,San Alberto
5031,San Jerónimo,2315,,,San Alberto,Tejedor
5031,San Jerónimo,2315,,,San Alberto,Tejedor
5031,San Jerónimo,2315,,,San Alberto,Tejedor
5031,San Jerónimo,2315,,,San Alberto,Tejedor
5032,San Jerónimo,2141,,,Irigoyen,Carlos Pellegrini
5032,San Jerónimo,2141,,,Irigoyen,Carlos Pellegrini
5032,San Jerónimo,2141,,,Irigoyen,Carlos Pellegrini
5033,Entre Ríos,2065,,,Pelegrini,Galindez
5033,Entre Ríos,2065,,,Pelegrini,Galindez
5033,Entre Ríos,2065,,,Pelegrini,Galindez
5033,Entre Ríos,2065,,,Pelegrini,Galindez
5034,Entre Ríos,1901,,Centro América,Galindes,Centro América
5034,Entre Ríos,1901,,Centro América,Galindes,Centro América
5034,Entre Ríos,1901,,Centro América,Galindes,Centro América
5034,Entre Ríos,1901,,Centro América,Galindes,Centro América
5035,Entre Ríos,1705,,Asunción,Copiapó,Asunción
5035,Entre Ríos,1705,,Asunción,Copiapó,Asunción
5036,Entre Ríos,1550,,Maternidad Prov.,Uruguay,Concordia
5036,Entre Ríos,1550,,Maternidad Prov.,Uruguay,Concordia
5037,Agustín Garzón,1453,,,Concordia,Pje Maimará
5037,Agustín Garzón,1453,,,Concordia,Pje Maimará
5038,Agustín Garzón,1225,,Dinosaurio Mall,,
5038,Agustín Garzón,1225,,Dinosaurio Mall,,
5039,Juan Domingo Perón,824,,Bajada Pucará,Agustín Garzón,Bajada Pucará
5039,Juan Domingo Perón,824,,Bajada Pucará,Agustín Garzón,Bajada Pucará
5043,San Jerónimo,30,,,Buenos Aires,Independencia
5043,San Jerónimo,30,,,Buenos Aires,Independencia
5043,San Jerónimo,30,,,Buenos Aires,Independencia
5044,27 de Abril,245,,,Velez Sarsfield,Belgrano
5044,27 de Abril,245,,,Velez Sarsfield,Belgrano
5044,27 de Abril,245,,,Velez Sarsfield,Belgrano
5045,27 de Abril,582,,,Marcelo T de Alvear,Arturo Mateo Bas
5045,27 de Abril,582,,,Marcelo T de Alvear,Arturo Mateo Bas
5045,27 de Abril,582,,,Marcelo T de Alvear,Arturo Mateo Bas
5046,27 de Abril,942,,,San José de Calazanz,Mariano Moreno
5046,27 de Abril,942,,,San José de Calazanz,Mariano Moreno
5046,27 de Abril,942,,,San José de Calazanz,Mariano Moreno
5047,Rodriguez Peña,125,,,9 de Julio ,Colón
5047,Rodriguez Peña,125,,,9 de Julio ,Colón
5047,Rodriguez Peña,125,,,9 de Julio ,Colón
5047,Rodriguez Peña,125,,,9 de Julio ,Colón
5047,Rodriguez Peña,125,,,9 de Julio ,Colón
5047,Rodriguez Peña,125,,,9 de Julio ,Colón
5048,Colón,1188,,,Mendoza,Cnel Olmedo
5048,Colón,1188,,,Mendoza,Cnel Olmedo
5048,Colón,1188,,,Mendoza,Cnel Olmedo
5048,Colón,1188,,,Mendoza,Cnel Olmedo
5048,Colón,1188,,,Mendoza,Cnel Olmedo
5048,Colón,1188,,,Mendoza,Cnel Olmedo
5049,Colón,1780,,,Santa Fé,Chaco
5049,Colón,1780,,,Santa Fé,Chaco
5049,Colón,1780,,,Santa Fé,Chaco
5049,Colón,1780,,,Santa Fé,Chaco
5049,Colón,1780,,,Santa Fé,Chaco
5049,Colón,1780,,,Santa Fé,Chaco
5050,Colón,1580,,,Santa Cruz,Chubut
5050,Colón,1580,,,Santa Cruz,Chubut
5050,Colón,1580,,,Santa Cruz,Chubut
5050,Colón,1580,,,Santa Cruz,Chubut
5050,Colón,1580,,,Santa Cruz,Chubut
5050,Colón,1580,,,Santa Cruz,Chubut
5051,Colón,1818,,Registro Civil,Paseo de la Reforma,Arturo Orgaz
5051,Colón,1818,,Registro Civil,Paseo de la Reforma,Arturo Orgaz
5051,Colón,1818,,Registro Civil,Paseo de la Reforma,Arturo Orgaz
5051,Colón,1818,,Registro Civil,Paseo de la Reforma,Arturo Orgaz
5051,Colón,1818,,Registro Civil,Paseo de la Reforma,Arturo Orgaz
5051,Colón,1818,,Registro Civil,Paseo de la Reforma,Arturo Orgaz
5052,Colón,2050,,,Remonda,Muñiz
5052,Colón,2050,,,Remonda,Muñiz
5052,Colón,2050,,,Remonda,Muñiz
5052,Colón,2050,,,Remonda,Muñiz
5052,Colón,2050,,,Muñiz,Remonda
5052,Colón,2050,,,Remonda,Muñiz
5053,Colón,2382,,,Chutro,Pedro Zanni
5053,Colón,2382,,,Chutro,Pedro Zanni
5053,Colón,2382,,,Chutro,Pedro Zanni
5053,Colón,2382,,,Chutro,Pedro Zanni
5053,Colón,2382,,,Chutro,Pedro Zanni
5054,Colón,2656,,,Mons De Andrea,Castex
5054,Colón,2656,,,Mons De Andrea,Castex
5054,Colón,2656,,,Mons De Andrea,Castex
5054,Colón,2656,,,Mons De Andrea,Castex
5054,Colón,2656,,,Mons De Andrea,Castex
5055,Colón,3060,,,Caferatta,Aguirre Cámara
5055,Colón,3060,,,Caferatta,Aguirre Cámara
5055,Colón,3060,,,Caferatta,Aguirre Cámara
5055,Colón,3060,,,Caferatta,Aguirre Cámara
5055,Colón,3060,,,Caferatta,Aguirre Cámara
5056,Colón,3268,,,Paez Molina,Esperanto
5056,Colón,3268,,,Paez Molina,Esperanto
5056,Colón,3268,,,Paez Molina,Esperanto
5056,Colón,3268,,,Paez Molina,Esperanto
5056,Colón,3268,,,Paez Molina,Esperanto
5057,Colón,3650,,Hipermercado Macro,Bv. Del Carmen,Aldao
5057,Colón,3650,,Hipermercado Macro,Bv. Del Carmen,Aldao
5057,Colón,3650,,Hipermercado Macro,Bv. Del Carmen,Aldao
5057,Colón,3650,,Hipermercado Macro,Bv. Del Carmen,Aldao
5058,Colón,3878,,,Corvalán,Chavez
5058,Colón,3878,,,Corvalán,Chavez
5058,Colón,3878,,,Corvalán,Chavez
5058,Colón,3878,,,Corvalán,Chavez
5059,Colón,4188,,,Oñate,Sagrada Familia
5059,Colón,4188,,,Oñate,Sagrada Familia
5059,Colón,4188,,,Oñate,Sagrada Familia
5060,Colón,4330,,,Sagrada Familia,Morales
5060,Colón,4330,,,Sagrada Familia,Morales
5060,Colón,4330,,,Sagrada Familia,Morales
5061,Colón,4782,,Domingo Irós,Victoria,Domingo Irós
5061,Colón,4782,,Domingo Irós,Victoria,Domingo Irós
5061,Colón,4782,,Domingo Irós,Victoria,Domingo Irós
5062,Colón,4850,,Carrefour,Domingo Irós,Boulogne Sur Mer
5062,Colón,4850,,Carrefour,Domingo Irós,Boulogne Sur Mer
5062,Colón,4850,,Carrefour,Domingo Irós,Boulogne Sur Mer
5063,Colón,5000,,,Boulogne Sur Mer,Bartolomé de Mansilla
5063,Colón,5000,,,Boulogne Sur Mer,Bartolomé de Mansilla
5063,Colón,5000,,,Boulogne Sur Mer,Bartolomé de Mansilla
5064,Colón,5244,,Juan B. De Mena,Bartolomé de Mansilla,Juan B. De Mena
5064,Colón,5244,,Juan B. De Mena,Bartolomé de Mansilla,Juan B. De Mena
5064,Colón,5244,,Juan B. De Mena,Bartolomé de Mansilla,Juan B. De Mena
5065,Colón,5400,,CPC Colón,Rosillos,Escobar
5065,Colón,5400,,CPC Colón,Rosillos,Escobar
5065,Colón,5400,,CPC Colón,Rosillos,Escobar
5065,Colón,5400,,CPC Colón,Rosillos,Escobar
5066,Colón,5482,,,Humahuaca,Requinoa
5066,Colón,5482,,,Humahuaca,Requinoa
5066,Colón,5482,,,Humahuaca,Requinoa
5066,Colón,5482,,,Humahuaca,Requinoa
5067,Colón,5760,,,Calutti,Pasco
5067,Colón,5760,,,Calutti,Pasco
5067,Colón,5760,,,Calutti,Pasco
5068,Colón,5900,,Wall Mart,Pasco,Pública
5068,Colón,5900,,Wall Mart,Pasco,Pública
5068,Colón,5900,,Wall Mart,Pasco,Pública
5069,Colón,6000,,Torres Gama,Pública,Cárcano
5069,Colón,6000,,Torres Gama,Pública,Cárcano
5069,Colón,6000,,Torres Gama,Pública,Cárcano
5070,Colón,6400,,Rotonda Tropezón,,
5070,Colón,6400,,Rotonda Tropezón,,
5070,Colón,6400,,Rotonda Tropezón,,
5071,Ejército Argentino,6500,,Barrio Militar,Cárcano,Mahatma Ghandi
5071,Ejército Argentino,6500,,Barrio Militar,Cárcano,Mahatma Ghandi
5072,Mahatma Ghandi,50,,,Ejército Argentino,Pagliere
5072,Mahatma Ghandi,50,,,Ejército Argentino,Pagliere
5073,Mahatma Ghandi,170,,,Pagliere,Ardizone
5073,Mahatma Ghandi,170,,,Pagliere,Ardizone
5074,Ardizone,6894,,,Mahatma Ghandi,Fagnano
5075,Ardizone,7035,,,Cagliero,Vespignani
5076,Costamagna,7000,,,Cagliero,Vespignani
5077,Costamagna,6900,,Fagnano,Vespignani,Fagnano
5078,Costamagna,6800,,Mahatma Ghandi,Fagnano,Mahatma Ghandi
5079,Mahatma Ghandi,400,,Orzali,Guerra,Orzali
5079,Mahatma Ghandi,400,,Orzali,Guerra,Orzali
5080,Mahatma Ghandi,400,,Orzali,Orzali,Guerra
5080,Mahatma Ghandi,400,,Orzali,,
5081,Mahatma Ghandi,301,,,Guerra,Costamagna
5081,Mahatma Ghandi,301,,,Guerra,Costamagna
5082,Costamagna,6900,,,Garramuño,Fagnano
5083,Costamagna,7000,,Cagliero,Fagnano,Cagliero
5084,Mascardi,281,,,Costamagna,Migone
5085,Mascardi,205,,,Pedrolini,Ardizzone
5086,Mascardi,110,,,Garrone,Paglieri
5087,Paglieri,7008,,,Mascardi,Cagliero
5088,Paglieri,6920,,,Vespignani,Milanesio
5089,Paglieri,6814,,Mahatma Ghandi,Garramuño,Mahatma Ghandi
5090,Mahatma Ghandi,50,,,Paglieri,Ejército Argentino
5090,Mahatma Ghandi,50,,,Paglieri,Ejército Argentino
5091,Ejército Argentino,6500,,Barrio Militar,Mahatma Ghandi,Cárcano
5091,Ejército Argentino,6500,,Barrio Militar,Mahatma Ghandi,Cárcano
5092,Colón,6300,,Rotonda Tropezón,Cárcano,Don Bosco
5092,Colón,6300,,Rotonda Tropezón,Cárcano,Don Bosco
5092,Colón,6300,,Rotonda Tropezón,Cárcano,Don Bosco
5093,Colón,5900,,Wall Mart,Pública,Pasco
5093,Colón,5900,,Wall Mart,Pública,Pasco
5093,Colón,5900,,Wall Mart,Pública,Pasco
5094,Colón,5700,,,Pasco,Calutti
5094,Colón,5700,,,Pasco,Calutti
5094,Colón,5700,,,Pasco,Calutti
5095,Colón,5500,,,Río Bamba,Requinoa
5095,Colón,5500,,,Río Bamba,Requinoa
5095,Colón,5500,,,Río Bamba,Requinoa
5095,Colón,5500,,,Río Bamba,Requinoa
5096,Colón,5271,,,Rosillos,Cirilo Correa
5096,Colón,5271,,,Rosillos,Cirilo Correa
5096,Colón,5271,,,Rosillos,Cirilo Correa
5097,Colón,4960,,,Rosillos,Cirilo Correa
5097,Colón,4960,,,Rosillos,Cirilo Correa
5097,Colón,4960,,,Rosillos,Cirilo Correa
5098,Colón,4865,,,Cirilo Correa,9 de Julio
5098,Colón,4865,,,Cirilo Correa,9 de Julio
5098,Colón,4865,,,Cirilo Correa,9 de Julio
5099,Colón,4747,,,Domingo Irós,Victoria
5099,Colón,4747,,,Domingo Irós,Victoria
5099,Colón,4747,,,Domingo Irós,Victoria
5100,Colón,4387,,,Baltasar de Avila,Juan Morales
5100,Colón,4387,,,Baltasar de Avila,Juan Morales
5100,Colón,4387,,,Baltasar de Avila,Juan Morales
5101,Colón,4125,,,Sagrada Familia,Oñate
5101,Colón,4125,,,Sagrada Familia,Oñate
5101,Colón,4125,,,Sagrada Familia,Oñate
5101,Colón,4125,,,Sagrada Familia,Oñate
5102,Colón,3845,,,Corvalán,José Chavez
5102,Colón,3845,,,Corvalán,José Chavez
5102,Colón,3845,,,Corvalán,José Chavez
5102,Colón,3845,,,Corvalán,José Chavez
5103,Colón,3671,,Bv. Del Carmen,Aldao,Bv. Del Carmen
5103,Colón,3671,,Bv. Del Carmen,Aldao,Bv. Del Carmen
5103,Colón,3671,,Bv. Del Carmen,Aldao,Bv. Del Carmen
5103,Colón,3671,,Bv. Del Carmen,Aldao,Bv. Del Carmen
5104,Colón,3377,,,Zípoli,Esperanto
5104,Colón,3377,,,Zípoli,Esperanto
5104,Colón,3377,,,Zípoli,Esperanto
5104,Colón,3377,,,Zípoli,Esperanto
5104,Colón,3377,,,Zípoli,Esperanto
5105,Colón,3069,,,Caferatta,Aguirre Cámara
5105,Colón,3069,,,Caferatta,Aguirre Cámara
5105,Colón,3069,,,Caferatta,Aguirre Cámara
5105,Colón,3069,,,Caferatta,Aguirre Cámara
5105,Colón,3069,,,Caferatta,Aguirre Cámara
5106,Colón,2773,,,Garzón Maceda,Monseñor de Andrea
5106,Colón,2773,,,Garzón Maceda,Monseñor de Andrea
5106,Colón,2773,,,Garzón Maceda,Monseñor de Andrea
5106,Colón,2773,,,Garzón Maceda,Monseñor de Andrea
5106,Colón,2773,,,Garzón Maceda,Monseñor de Andrea
5107,Colón,2523,,,Mariano Castex,Armengol Tecera
5107,Colón,2523,,,Mariano Castex,Armengol Tecera
5107,Colón,2523,,,Mariano Castex,Armengol Tecera
5107,Colón,2523,,,Mariano Castex,Armengol Tecera
5107,Colón,2523,,,Mariano Castex,Armengol Tecera
5108,Colón,2323,,,Chutro,Pedro Zanni
5108,Colón,2323,,,Chutro,Pedro Zanni
5108,Colón,2323,,,Chutro,Pedro Zanni
5108,Colón,2323,,,Chutro,Pedro Zanni
5108,Colón,2323,,,Chutro,Pedro Zanni
5109,Colón,2049,,,Silvestre Remonda,Fco Muñiz
5109,Colón,2049,,,Silvestre Remonda,Fco Muñiz
5109,Colón,2049,,,Silvestre Remonda,Fco Muñiz
5109,Colón,2049,,,Silvestre Remonda,Fco Muñiz
5109,Colón,2049,,,Silvestre Remonda,Fco Muñiz
5109,Colón,2049,,,Silvestre Remonda,Fco Muñiz
5110,Colón,1780,,,Pasaje de la Reforma,Pasaje Francisco Verna
5110,Colón,1780,,,Pasaje de la Reforma,Pasaje Francisco Verna
5110,Colón,1780,,,Pasaje de la Reforma,Pasaje Francisco Verna
5110,Colón,1780,,,Pasaje de la Reforma,Pasaje Francisco Verna
5110,Colón,1780,,,Pasaje de la Reforma,Pasaje Francisco Verna
5110,Colón,1780,,,Pasaje de la Reforma,Pasaje Francisco Verna
5111,Colón,1557,,,Neuquén,Chubut
5111,Colón,1557,,,Neuquén,Chubut
